code,name,country_name,lat,lon,timezone
KNPA,PENSACOLA NAS/FORREST SHERMAN FIELD,United States of America,30.352855555555557,-87.31861944444444,
KNQA,MILLINGTON RGNL JETPORT,United States of America,35.35663888888889,-89.87041666666666,
KNQI,KINGSVILLE NAS,United States of America,27.504527777777778,-97.80827777777777,
KNQX,KEY WEST NAS/BOCA CHICA FIELD,United States of America,24.57463611111111,-81.68664444444445,
KNRB,MAYPORT NS (ADM DAVID L. MCDONALD FIELD),United States of America,30.391375,-81.42451944444444,
KNRS,IMPERIAL BEACH NOLF (REAM FLD),United States of America,32.566155555555554,-117.11352222222222,
KNSE,WHITING FIELD NAS NORTH,United States of America,30.724166666666665,-87.02194444444444,
KNTD,POINT MUGU NAS (NAVAL BASE VENTURA CO),United States of America,34.119275,-119.1195861111111,
KNTU,OCEANA NAS/APOLLO SOUCEK FIELD,United States of America,36.82274166666667,-76.03189722222223,
KNUQ,MOFFETT FEDERAL AFLD,United States of America,37.41613888888889,-122.04913888888889,
KNUW,WHIDBEY ISLAND NAS /AULT FIELD/,United States of America,48.351841666666665,-122.65595833333334,
KNYG,QUANTICO MCAF /TURNER FIELD,United States of America,38.50360555555555,-77.30503333333333,
KNZY,NORTH ISLAND NAS/HALSEY FIELD,United States of America,32.69819444444444,-117.21310833333334,
KOAJ,ALBERT J ELLIS,United States of America,34.82916666666667,-77.61213888888888,
KOAK,METROPOLITAN OAKLAND INTL,United States of America,37.72125833333334,-122.22114722222223,
KOBE,OKEECHOBEE COUNTY,United States of America,27.266583333333333,-80.85038888888889,
KOCF,OCALA INTL-JIM TAYLOR FIELD,United States of America,29.171875,-82.2241138888889,
KOCH,A L MANGHAM JR. RGNL,United States of America,31.57776388888889,-94.71011111111112,
KOCW,WARREN FIELD,United States of America,35.57046666666667,-77.04981388888889,
KOEO,L O SIMENSTAD MUNI,United States of America,45.30934166666666,-92.69012222222223,
KOFF,OMAHA/OFFUT AFB,United States of America,,,
KOFK,NORFOLK RGNL/KARL STEFAN MEMORIAL FLD,United States of America,41.98547222222222,-97.43511111111111,
KOGA,SEARLE FIELD,United States of America,41.11947222222222,-101.76969444444444,
KOGB,ORANGEBURG MUNI,United States of America,33.45691666666667,-80.85940555555555,
KOGD,OGDEN-HINCKLEY,United States of America,41.19566388888889,-112.01293611111112,
KOJC,JOHNSON COUNTY EXECUTIVE,United States of America,38.84760277777778,-94.73758611111111,
KOKC,WILL ROGER WORLD,United States of America,35.39307222222222,-97.60076111111111,
KOKK,KOKOMO MUNI,United States of America,40.52817777777778,-86.05898888888889,
KOKM,OKMULGEE RGNL,United States of America,35.66811111111111,-95.94852777777778,
KOLE,CATTARAUGUS COUNTY-OLEAN,United States of America,42.24122222222222,-78.3713611111111,
KOLF,L M CLAYTON,United States of America,48.094500000000004,-105.57505555555555,
KOLM,OLYMPIA RGNL,United States of America,46.96940277777778,-122.90254444444444,
KOLS,NOGALES INTL,United States of America,31.417722222222224,-110.84788888888889,
KOLU,COLUMBUS MUNI,United States of America,41.448722222222216,-97.34094444444445,
KOLV,OLIVE BRANCH,United States of America,34.978750000000005,-89.78686111111111,
KOLY,OLNEY-NOBLE,United States of America,38.72182777777778,-88.17643333333334,
KOMA,EPPLEY AIRFIELD,United States of America,41.30316666666666,-95.89405555555557,
KOMK,OMAK,United States of America,48.46441666666667,-119.51805555555555,
KONA,WINONA MUNI-MAX CONRAD FLD,United States of America,44.07754444444445,-91.70902777777778,
KONL,THE O'NEILL MUNI-JOHN L BAKER FIELD,United States of America,42.46936111111111,-98.68777777777778,
KONM,SOCORRO MUNI,United States of America,34.02247222222222,-106.90313888888889,
KONO,ONTARIO MUNI,United States of America,44.01936111111111,-117.01302777777778,
KONP,NEWPORT MUNI,United States of America,44.58036111111112,-124.05791666666667,
KONT,ONTARIO INTL,United States of America,34.056,-117.60119444444445,
KOOA,OSKALOOSA MUNI,United States of America,41.226111111111116,-92.49383333333333,
KOPF,OPA-LOCKA EXECUTIVE,United States of America,25.907416666666666,-80.27822222222223,
KOPL,ST LANDRY PARISH-AHART FIELD,United States of America,30.55838888888889,-92.09938888888888,
KOQU,NORTH KINGSTOWN/QUONSET STATE,United States of America,,,
KORD,CHICAGO-O'HARE INTL,United States of America,41.97731944444445,-87.90800555555556,
KORF,NORFOLK INTL,United States of America,36.89461111111111,-76.20122222222223,
KORH,WORCESTER RGNL,United States of America,42.26713888888889,-71.8756111111111,
KORL,EXECUTIVE,United States of America,28.545472222222223,-81.33291666666666,
KOSC,OSCODA-WURTSMITH,United States of America,44.451527777777784,-83.39416666666668,
KOSH,WITTMAN RGNL,United States of America,43.98448888888889,-88.55693333333333,
KOSU,OHIO STATE UNIVERSITY,United States of America,40.07983055555556,-83.07315,
KOTG,WORTHINGTON MUNI,United States of America,43.655055555555556,-95.57919444444444,
KOTH,SOUTHWEST OREGON RGNL,United States of America,43.41694444444444,-124.24702777777777,
KOTM,OTTUMWA RGNL,United States of America,41.10718055555556,-92.44707222222223,
KOUN,UNIVERSITY OF OKLAHOMA WESTHEIMER,United States of America,35.245555555555555,-97.47213888888889,
KOVE,OROVILLE MUNI,United States of America,39.48780555555555,-121.622,
KOWB,OWENSBORO-DAVIES COUNTY,United States of America,37.73883333333333,-87.16682777777778,
KOWD,NORWOOD MEMORIAL,United States of America,42.190527777777774,-71.17294444444445,
KOXC,WATERBURY-OXFORD,United States of America,41.47855555555556,-73.13525000000001,
KOZA,OZONA MUNI,United States of America,30.735194444444446,-101.20219444444444,
KOZR,CAIRNS AAF (FORT RUCKER),United States of America,31.275666666666666,-85.71333333333334,
KPAE,SNOHOMISH COUNTY (PAINE FLD),United States of America,47.907,-122.28158333333333,
KPAH,BARKLEY RGNL,United States of America,37.06028611111111,-88.77295833333334,
KPAM,TYNDALL AFB,United States of America,30.069566666666667,-85.57541388888889,
KPBF,GRIDER FIELD,United States of America,34.17451111111111,-91.93560277777779,
KPBG,PLATTSBURG INTL,United States of America,44.65094444444444,-73.46813888888889,
KPBI,PALM BEACH INTL,United States of America,26.68316666666667,-80.09558333333332,
KPDK,DEKALB-PEACHTREE,United States of America,33.87561111111111,-84.30197222222222,
KPDT,EASTERN OREGON RGNL AT PENDLETON,United States of America,45.694763888888886,-118.84300833333333,
KPDX,PORTLAND INTL,United States of America,45.58870833333334,-122.59686666666666,
KPEQ,PECOS MUNI,United States of America,31.38238888888889,-103.51072222222223,
KPGA,PAGE MUNI,United States of America,36.92608333333333,-111.44836111111111,
KPGD,PUNTA GORDA,United States of America,26.918936111111112,-81.990925,
KPGV,PITT-GREENVILLE,United States of America,35.63569444444445,-77.38408333333334,
KPHD,HARRY CLEVER FIELD,United States of America,40.47016666666667,-81.41994444444445,
KPHF,NEWPORT NEWS/WILLIAMSBURG INTL,United States of America,37.13188888888889,-76.49297222222222,
KPHL,PHILADELPHIA INTL,United States of America,39.87224722222222,-75.2408638888889,
KPHN,ST CLAIR COUNTY INTL,United States of America,42.91097222222222,-82.52886111111111,
KPHP,PHILIP,United States of America,44.04873055555555,-101.59883888888888,
KPHT,HENRY COUNTY,United States of America,36.33594444444444,-88.38444444444445,
KPHX,PHOENIX SKY HARBOR INTL,United States of America,33.43427777777777,-112.01158333333333,
KPIA,GENERAL DOWNING-PEORIA INTL,United States of America,40.66419444444444,-89.69325,
KPIB,HATTIESBURG-LAUREL RGNL,United States of America,31.467138888888886,-89.33705555555555,
KPIE,ST. PETE-CLEARWATER INTL,United States of America,27.90868611111111,-82.68649166666667,
KPIH,POCATELLO RGNL,United States of America,42.90980555555556,-112.5959111111111,
KPIR,PIERRE RGNL,United States of America,44.382694444444446,-100.28597222222223,
KPIT,PITTSBURGH INTL,United States of America,40.491416666666666,-80.23269444444445,
KPKB,MID-OHIO VALLEY RGNL,United States of America,39.344972222222225,-81.43930555555556,
KPKD,PARK RAPIDS MUNI-KONSHOK FIELD,United States of America,46.90069444444444,-95.0731111111111,
KPLN,PELLSTON RGNL AIRPORT OF EMMET COUNTY,United States of America,45.57091666666667,-84.79672222222221,
KPMD,PALMDALE USAF PLANT 42,United States of America,34.62938888888889,-118.08455277777777,
KPNC,PONCA CITY RGNL,United States of America,36.73191666666667,-97.09977777777777,
KPNE,NORTHEAST PHILADELPHIA,United States of America,40.081944444444446,-75.01058333333333,
KPNM,PRINCETON/MUNI,United States of America,,,
KPNS,PENSACOLA INTL,United States of America,30.473425,-87.18661111111112,
KPOB,POPE AAF,United States of America,35.17076111111111,-79.01441944444444,
KPOC,BRACKETT FIELD,United States of America,34.09166666666667,-117.78177777777778,
KPOE,FORT POLK AAF,United States of America,31.044788888888892,-93.19164166666667,
KPOF,POPLAR BLUFF MUNI,United States of America,36.773944444444446,-90.3248611111111,
KPOU,DUTCHESS COUNTY,United States of America,41.626583333333336,-73.88419444444445,
KPPA,PERRY LEFORS FIELD,United States of America,35.613,-100.99625,
KPPF,TRI-CITY,United States of America,,,
KPRB,PASO ROBLES MUNI,United States of America,35.672888888888885,-120.62708333333333,
KPRC,ERNEST A LOVE FIELD,United States of America,34.65483333333333,-112.41922222222223,
KPRO,PERRY MUNI,United States of America,41.828,-94.15983333333334,
KPRX,COX FIELD,United States of America,33.63661111111111,-95.45075,
KPSC,TRI-CITIES,United States of America,,,
KPSF,PITTSFIELD MUNI,United States of America,42.42761944444444,-73.29083888888889,
KPSK,NEW RIVER VALLEY,United States of America,37.137344444444444,-80.67848055555557,
KPSM,PORTSMOUTH INTL AT PEASE,United States of America,43.07794444444445,-70.82327777777778,
KPSN,PALESTINE MUNI,United States of America,31.779694444444445,-95.70630555555556,
KPSP,PALM SPRINGS INTL,United States of America,33.82966666666667,-116.50669444444445,
KPSX,PALACIOS MUNI,United States of America,28.7275,-96.25094444444444,
KPTB,DINWIDDIE COUNTY,United States of America,37.183749999999996,-77.50738888888888,
KPTK,OAKLAND COUNTRY INTL,United States of America,42.66563611111111,-83.42050555555556,
KPTN,HARRY P WILLIAMS MEMORIAL,United States of America,29.709544444444443,-91.33897777777777,
KPTS,ATKINSON MUNI,United States of America,37.44947222222222,-94.73113888888889,
KPTT,PRATT RGNL,United States of America,37.70252777777778,-98.747,
KPTV,PORTERVILLE MUNI,United States of America,36.029583333333335,-119.06272222222222,
KPTW,HERITAGE FIELD,United States of America,40.239555555555555,-75.55672222222222,
KPUB,PUEBLO MEMORIAL,United States of America,38.289944444444444,-104.49802777777778,
KPUC,CARBON COUNTY RGNL/BUCK DAVIS FIELD,United States of America,39.61391666666667,-110.75144444444445,
KPUJ,PAULDING NORTHWEST ATLANTA,United States of America,33.91204166666667,-84.94061944444445,
KPUW,PULLMAN/MOSCOW RGNL,United States of America,46.74386111111111,-117.10958333333333,
KPVC,PROVINCETOWN MUNI,United States of America,42.07227777777778,-70.22072222222222,
KPVD,THEODORE FRANCIS GREENE STATE,United States of America,41.724000000000004,-71.42819444444444,
KPVF,PLACERVILLE,United States of America,38.72421111111111,-120.75333888888889,
KPVU,PROVO MUNI,United States of America,40.21919444444445,-111.72336111111112,
KPVW,HALE COUNTY,United States of America,34.16814722222222,-101.71733611111111,
KPWA,WILEY POST,United States of America,35.534166666666664,-97.64705555555557,
KPWK,CHICAGO EXECUTIVE,United States of America,42.11427777777778,-87.90152777777779,
KPWM,PORTLAND INTL JETPORT,United States of America,43.64564166666666,-70.30861388888889,
KPWT,BREMERTON NATIONAL,United States of America,47.49025,-122.76480555555555,
KPYM,PLYMOUTH MUNI,United States of America,41.90902777777777,-70.72877777777778,
KRAC,JOHN H BATTEN,United States of America,42.76116666666667,-87.81391666666666,
KRAL,RIVERSIDE MUNI,United States of America,33.951888888888895,-117.44511111111112,
KRAP,RAPID CITY RGNL,United States of America,44.04532222222222,-103.05736944444445,
KRBD,DALLAS EXECUTIVE,United States of America,32.680861111111106,-96.86819444444444,
KRBG,ROSEBURG RGNL,United States of America,43.239336111111115,-123.35584722222222,
KRBL,RED BLUFF MUNI,United States of America,40.150305555555555,-122.25219444444444,
KRBW,LOWCOUNTRY RGNL,United States of America,32.921,-80.64061111111111,
KRCA,ELLSWORTH AFB,United States of America,44.145094444444446,-103.10356666666667,
KRCR,FULTON COUNTY,United States of America,41.06554722222222,-86.18170277777779,
KRDD,REDDING MUNI,United States of America,40.509,-122.29338888888888,
KRDG,READING RGNL/CARL A SPAATZ FIELD,United States of America,40.3785,-75.96525,
KRDM,ROBERTS FIELD,United States of America,44.25405555555555,-121.14997222222223,
KRDR,GRAND FORKS AFB,United States of America,47.96128055555556,-97.40081111111111,
KRDU,RALEIGH-DURHAM INTL,United States of America,35.87763888888889,-78.78747222222222,
KREO,ROME STATE,United States of America,42.57766111111111,-117.88543055555556,
KRFD,CHICAGO/ROCKFORD INTL,United States of America,42.195361111111104,-89.09722222222221,
KRHI,RHINELANDER-ONEIDA COUNTY,United States of America,45.630897222222224,-89.46662777777777,
KRHV,REID-HILLVIEW OF SANTA CLARA COUNTY,United States of America,37.332861111111114,-121.81980555555555,
KRIC,RICHMOND INTL,United States of America,37.50516666666667,-77.31966666666666,
KRIL,GARFIELD COUNTY RGNL,United States of America,39.52661111111111,-107.72800000000001,
KRIV,MARCH ARB,United States of America,33.88071111111111,-117.25945,
KRIW,RIVERTON RGNL,United States of America,43.064249999999994,-108.45983333333334,
KRKD,KNOX COUNTY RGNL,United States of America,44.06007222222222,-69.09925555555554,
KRKP,ARANSAS CO,United States of America,28.086222222222222,-97.04369444444444,
KRKR,ROBERT S KERR,United States of America,35.02162777777777,-94.62125277777777,
KRKS,ROCKSPRINGS-SWETWATER COUNTY,United States of America,41.59422222222222,-109.06519444444444,
KRME,GRIFFISS INTL,United States of America,43.233805555555556,-75.40702777777778,
KRMG,RICHARD B. RUSSELL REGIONAL-J.H. TOWERS FIELD,United States of America,34.35078055555556,-85.15866666666668,
KRNC,WARREN COUNTY MEMORIAL,United States of America,35.69870833333333,-85.84381666666667,
KRND,RANDOLF AFB,United States of America,29.528905555555554,-98.27803055555556,
KRNH,NEW RICHMOND RGNL,United States of America,45.147777777777776,-92.53916666666666,
KRNO,RENO/TAHOE INTL,United States of America,39.49911111111111,-119.76811111111111,
KRNT,RENTON MUNI,United States of America,47.49313888888889,-122.21575,
KROA,ROANOKE RGNL/WOODRUM FIELD,United States of America,37.32546944444445,-79.97542777777778,
KROC,GREATER ROCHESTER  INTL,United States of America,43.119141666666664,-77.67186666666667,
KROG,ROGERS MUNI-CARTER FIELD,United States of America,36.372416666666666,-94.10697222222221,
KROW,ROSWELL INTL AIR CENTER,United States of America,33.30155555555555,-104.53055555555555,
KROX,ROSEAU MUNI/RUDY BILLBERG FIELD,United States of America,48.856,-95.69708333333334,
KRRL,MERRILL MUNI,United States of America,45.19891666666666,-89.71286111111111,
KRRT,WARROAD INTL MEMORIAL,United States of America,48.94147222222222,-95.34847222222221,
KRSL,RUSSELL MUNI,United States of America,38.87136111111111,-98.81160277777778,
KRSN,RUSTON RGNL,United States of America,32.5146,-92.58844166666667,
KRST,ROCHESTER INTL,United States of America,43.908277777777776,-92.50002777777777,
KRSW,SOUTHWEST FLORIDA INTL,United States of America,26.53616666666667,-81.75516666666667,
KRTN,RATON MUNI/CREWS FIELD,United States of America,36.74243055555556,-104.50173055555555,
KRUT,RUTLAND-SOUTHERN VERMONT RGNL,United States of America,43.529916666666665,-72.9496388888889,
KRVS,RICHARD LLOYD JONES JR,United States of America,36.03962222222222,-95.98463333333333,
KRWF,REDWOOD FALLS MUNI,United States of America,44.54688888888889,-95.082,
KRWI,ROCKY-MOUNT-WILSON RGNL,United States of America,35.856252777777776,-77.89193333333334,
KRWL,RAWLINS MUNI/HARVEY FIELD,United States of America,41.80572222222222,-107.20033333333333,
KRXE,REXBURG-MADISON COUNTY,United States of America,43.83391666666667,-111.8051111111111,
KSAA,SHIVELY FIELD,United States of America,41.443527777777774,-106.82752777777777,
KSAC,SACRAMENTO EXECUTIVE,United States of America,38.51252777777778,-121.49347222222222,
KSAD,SAFFORD RGNL,United States of America,32.85333333333333,-109.63508333333334,
KSAF,SANTA FE MUNI,United States of America,35.617111111111114,-106.08941666666666,
KSAN,SAN DIEGO INTL,United States of America,32.733555555555554,-117.18966666666667,
KSAR,SPARTA COMMUNITY-HUNTER FIELD,United States of America,38.14886111111111,-89.69850277777778,
KSAT,SAN ANTONIO INTL,United States of America,29.533955555555558,-98.46905555555556,
KSAV,SAVANNAH/HILTON HEAD INTL,United States of America,32.127583333333334,-81.2021388888889,
KSAW,MARQUETTE/SAWYER INTL ARPT,United States of America,,,
KSBA,SANTA BARBARA MUNI,United States of America,34.42619444444444,-119.8415,
KSBD,SAN BERNARDINO INTL,United States of America,34.09536111111111,-117.23488888888889,
KSBM,SHEBOYGAN COUNTY MEMORIAL,United States of America,43.76976944444444,-87.85172222222222,
KSBN,SOUTH BEND INTL,United States of America,41.708222222222226,-86.31733333333332,
KSBP,SAN LUIS COUNTY RGNL,United States of America,35.23727777777778,-120.64261111111112,
KSBS,STEAMBOAT SPRINGS/BOB ADAMS FIELD,United States of America,40.51625,-106.86630555555556,
KSBY,SALISBURY-OCEAN CITY WICOMICO RGNL,United States of America,38.34018888888889,-75.50947777777778,
KSCH,SCHENECTADY COUNTY,United States of America,42.852555555555554,-73.92897222222223,
KSCK,STOCKTON METROPOLITAN,United States of America,37.89416666666666,-121.23830555555556,
KSDF,LOUISVILLE INTL-STANDIFORD FIELD,United States of America,38.17408333333333,-85.73649722222223,
KSDM,BROWN FIELD MUNI,United States of America,32.57235,-116.98211388888889,
KSDY,SIDNEY-RICHLAND MUNI,United States of America,47.70686111111112,-104.19255555555556,
KSEA,SEATTLE-TACOMA INTL,United States of America,47.449888888888886,-122.31177777777778,
KSEE,GILLESPIE FIELD,United States of America,32.82622222222223,-116.97244444444445,
KSEG,PENN VALLEY,United States of America,40.82123333333334,-76.86417222222222,
KSEM,CRAIG FIELD,United States of America,32.343947222222226,-86.98780277777777,
KSEP,STEPHENVILLE CLARK RGNL,United States of America,32.215333333333334,-98.17766666666667,
KSFB,ORLANDO SANFORD INTL,United States of America,28.77697222222222,-81.23491666666666,
KSFF,FELTS FIELD,United States of America,47.682944444444445,-117.32241666666667,
KSFM,SANFORD SEACOAST RGNL,United States of America,43.39380555555555,-70.708,
KSFO,SAN FRANCISCO INTL,United States of America,37.618805555555554,-122.37541666666667,
KSFZ,NORTH CENTRAL STATE,United States of America,41.92075,-71.49141666666667,
KSGF,SPRINGFIELD-BRANSON NATIONAL,United States of America,37.245666666666665,-93.38863888888889,
KSGH,SPRINGFIELD-BECKLEY MUNI,United States of America,39.84027777777778,-83.84016666666666,
KSGT,STUTTGART MUNI,United States of America,34.59947777777778,-91.575,
KSHD,SHENANDOAH VALLEY RGNL,United States of America,38.26383333333333,-78.89644444444446,
KSHN,SANDERSON FIELD,United States of America,47.233555555555554,-123.14755555555556,
KSHR,SHERIDAN COUNTY,United States of America,44.769194444444445,-106.98027777777779,
KSHV,SHREVEPORT RGNL,United States of America,32.44661111111111,-93.8256111111111,
KSIY,SISKIYOU COUNTY,United States of America,41.781444444444446,-122.46810833333333,
KSJC,NORMAN Y. MINETA SAN JOSE INTL,United States of America,37.36266666666667,-121.92911111111111,
KSJN,ST JOHNS INDUSTRIAL AIR PARK,United States of America,34.51855555555556,-109.37875,
KSJT,SAN ANGELO RGNL/MATHIS FIELD,United States of America,31.35776388888889,-100.49630555555555,
KSKA,FAIRCHILD AFB,United States of America,47.61505555555556,-117.65580555555556,
KSKF,LACKLAND AFB (KELLY FLD ANNEX),United States of America,29.384233333333334,-98.58111666666666,
KSLB,STORM LAKE MUNI,United States of America,42.59722222222222,-95.24066666666667,
KSLC,SALT LAKE CITY INTL,United States of America,40.78838888888889,-111.97777222222223,
KSLE,MCNARY FLD,United States of America,44.909527777777775,-123.0025,
KSLG,SMITH FIELD,United States of America,,,
KSLI,LOS ALAMITOS/AAF,United States of America,,,
KSLK,ADIRONDACK RGNL,United States of America,44.385305555555554,-74.20618055555556,
KSLN,SALINA RGNL,United States of America,38.79061111111111,-97.65222222222222,
KSLO,SALEM-LECKRONE,United States of America,38.64287222222222,-88.96418611111112,
KSLR,SULPHUR SPRINGS MUNI,United States of America,33.15983333333333,-95.62113888888888,
KSMF,SACRAMENTO INTL,United States of America,38.69544444444444,-121.59077777777777,
KSMN,LEMHI COUNTY,United States of America,45.12327777777778,-113.88144444444444,
KSMO,SANTA MONICA MUNI,United States of America,34.01583333333333,-118.45130555555556,
KSMX,SANTA MARIA PUB/CAPT G ALLAN HANCOCK FLD,United States of America,34.89993333333333,-120.45807222222223,
KSNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,United States of America,33.675666666666665,-117.86822222222222,
KSNK,WINSTON FIELD,United States of America,32.69338888888888,-100.95047222222223,
KSNL,SHAWNEE RGNL,United States of America,35.357305555555556,-96.94283333333334,
KSNS,SALINAS MUNI,United States of America,36.66278611111111,-121.60636388888888,
KSNY,SIDNEY MUNI/LLOYD W. CARR FIELD,United States of America,41.099805555555555,-102.98496944444445,
KSOP,MOORE COUNTY,United States of America,35.23741666666667,-79.38902777777778,
KSOW,SHOW LOW RGNL,United States of America,34.26547222222222,-110.00566666666667,
KSPA,SPARTANBURG DOWNTOWN MEMORIAL,United States of America,34.91572222222222,-81.9565,
KSPF,BLACK HILLS-CLYDE ICE FIELD,United States of America,44.481141666666666,-103.78592777777777,
KSPG,ALBERT WHITTED,United States of America,27.76511111111111,-82.62697222222222,
KSPI,ABRAHAM LINCOLN CAPITAL,United States of America,39.84422222222222,-89.67808333333333,
KSPS,SHEPPARD AFB/WICHITA FALLS MUNI,United States of America,33.98880277777778,-98.49190277777778,
KSQI,WHITESIDE CO ARPT-JOS H BITTORF FLD,United States of America,41.74283333333334,-89.67627777777778,
KSQL,SAN CARLOS,United States of America,37.511852777777776,-122.24952222222223,
KSRC,SEARCY MUNI,United States of America,35.21060833333333,-91.73753888888889,
KSRQ,SARASOTA/BRADENTON INTL,United States of America,27.395444444444443,-82.55438888888888,
KSRR,RUIDOSO/SIERRA BLANCA REGNAL NM.,United States of America,33.46094444444445,-105.53013888888889,
KSSC,SHAW AFB,United States of America,33.972725000000004,-80.47056388888889,
KSSF,STINSON MUNI,United States of America,29.336980555555556,-98.47104444444444,
KSSI,MALCOM MC KINNON,United States of America,31.15197222222222,-81.39105555555557,
KSTC,ST CLOUD RGNL,United States of America,45.54655555555556,-94.05988888888889,
KSTE,STEVENS POINT MUNI,United States of America,44.54513611111111,-89.53028333333333,
KSTJ,ROSECRANS MEMORIAL,United States of America,39.77194444444444,-94.90970555555556,
KSTK,STERLING MUNI,United States of America,40.61429722222223,-103.26426111111111,
KSTL,LAMBERT-ST LOUIS INTL,United States of America,38.748697222222226,-90.37002777777776,
KSTP,ST PAUL DOWNTOWN HOLMAN FLD,United States of America,44.93462222222222,-93.06034166666666,
KSUA,WITHAM FIELD,United States of America,27.181694444444446,-80.22130555555556,
KSUE,DOOR COUNTY CHERRYLAND,United States of America,44.84366666666667,-87.42152777777778,
KSUN,FRIEDMAN MEMORIAL,United States of America,43.50378055555556,-114.29555833333333,
KSUS,SPIRIT OF ST LOUIS,United States of America,38.66211111111111,-90.65205555555556,
KSUU,TRAVIS AFB,United States of America,38.26453611111111,-121.92413055555556,
KSUW,RICHARD I BONG,United States of America,46.68968333333333,-92.09464166666666,
KSUX,SIOUX GATEWAY/COL. BUD DAY FIELD,United States of America,42.402611111111106,-96.38436111111112,
KSVC,GRANT COUNTY,United States of America,32.63654722222222,-108.15638611111112,
KSVH,STATESVILLE RGNL,United States of America,35.765,-80.9538888888889,
KSVN,HUNTER AAF,United States of America,32.01,-81.14566666666667,
KSWF,STEWART INTL,United States of America,41.50411111111111,-74.10483333333333,
KSWO,STILLWATER RGNL,United States of America,36.16138888888889,-97.08588888888889,
KSWW,AVENGER FIELD,United States of America,32.46736111111111,-100.46655555555556,
KSYI,BOMAR FIELD-SHELBYVILLE MUNI,United States of America,35.55938888888888,-86.44247222222222,
KSYN,STANTON AIRFIELD,United States of America,44.475522222222224,-93.01632222222223,
KSYR,SYRACUSE HANCOCK INTL,United States of America,43.11119444444444,-76.10630555555555,
KSZL,WHITEMAN AFB,United States of America,38.73030555555556,-93.54786388888888,
KTAD,PERRY STOKES,United States of America,37.25922222222222,-104.34086111111111,
KTBN,WAYNESVILLE-ST. ROBERT RGNL FORNEY FLD,United States of America,37.74163055555556,-92.14073611111112,
KTBR,STATESBORO-BULLOCH COUNTY,United States of America,32.48275,-81.73694444444445,
KTCC,TUCUMCARI MUNI,United States of America,35.18277777777777,-103.6031861111111,
KTCL,TUSCALOOSA RGNL,United States of America,33.220625000000005,-87.61139999999999,
KTCM,MCCHORD FIELD (JOINT BASE LEWIS-MCCHORD),United States of America,47.138975,-122.4766861111111,
KTCS,TRUTH OR CONSEQUENCES MUNI,United States of America,33.23536111111111,-107.26988888888889,
KTDZ,TOLEDO  EXECUTIVE,United States of America,41.56494444444444,-83.48222222222222,
KTEB,TETERBORO,United States of America,40.85011111111111,-74.06083333333333,
KTEX,TELLURIDE RGNL,United States of America,37.95380555555556,-107.90875000000001,
KTHA,TULLAHOMA RGNL ARPT/WM NORTHERN FIELD,United States of America,35.38002777777778,-86.24635277777777,
KTHV,YORK,United States of America,39.916999999999994,-76.87302777777776,
KTIK,TINKER AFB,United States of America,35.414738888888884,-97.38663055555556,
KTIW,TACOMA NARROWS,United States of America,47.267944444444446,-122.57811111111111,
KTIX,SPACE COAST RGNL,United States of America,28.5148,-80.79922777777777,
KTLH,TALLAHASSEE RGNL,United States of America,30.39675,-84.3508611111111,
KTMA,HENRY TIFT MYERS,United States of America,31.428972222222225,-83.48852777777778,
KTMB,KENDALL-TAMIAMI EXECUTIVE,United States of America,25.64756111111111,-80.43322222222223,
KTNU,NEWTON MUNI,United States of America,41.674416666666666,-93.02172222222222,
KTOA,ZAMPERINI FIELD,United States of America,33.803380555555556,-118.33960555555555,
KTOC,TOCCOA RG LETOURNEAU FIELD,United States of America,34.59281111111111,-83.29636944444444,
KTOI,TROY MUNI AIRPORT AT N. KENNETH CAMPBELL FIELD,United States of America,31.860000000000003,-86.01388888888889,
KTOL,TOLEDO EXPRESS,United States of America,41.58680555555556,-83.80783333333333,
KTOP,PHILIP BILLARD MUNI,United States of America,39.06866666666667,-95.62249999999999,
KTOR,TORRINGTON MUNI,United States of America,42.064527777777776,-104.15269444444445,
KTPA,TAMPA INTL,United States of America,27.97547222222222,-82.53325,
KTPH,TONOPAH,United States of America,38.06019444444444,-117.08680555555556,
KTPL,DRAUGHON-MILLER CENTRAL TEXAS RGNL,United States of America,31.151899999999998,-97.40766111111111,
KTRI,TRI-CITIES RGNL TN/VA,United States of America,36.47519444444445,-82.40741944444446,
KTRL,TERRELL MUNI,United States of America,32.70849444444445,-96.26709444444444,
KTRM,JACQUELINE COCHRAN RGNL,United States of America,33.626666666666665,-116.15965277777778,
KTSP,TEHACHAPI MUNI,United States of America,35.134994444444445,-118.4393,
KTTD,PORTLAND-TROUTDALE,United States of America,45.54936111111111,-122.40125,
KTTN,TRENTON MERCER,United States of America,40.276694444444445,-74.81347222222222,
KTUL,TULSA INTL,United States of America,36.198388888888886,-95.88811111111112,
KTUP,TUPELO RGNL,United States of America,34.269,-88.76988888888889,
KTUS,TUCSON INTl,United States of America,32.116083333333336,-110.94102777777778,
KTVC,CHERRY CAPITAL,United States of America,44.74158333333333,-85.58177777777777,
KTVF,THIEF RIVER FALLS RGNL,United States of America,48.065666666666665,-96.185,
KTVI,THOMASVILLE RGNL,United States of America,30.901805555555555,-83.88113888888888,
KTVL,LAKE TAHOE,United States of America,38.89388888888889,-119.99533333333333,
KTWF,JOSLIN FIELD-MAGIC VALLEY RGNL,United States of America,42.48180833333333,-114.48773611111112,
