flight_number,dpt_airport_code,dst_airport_code,plane_type,schedule,dpt_time_utc,dst_time_utc
1989,LOWS,EDLW,B733,---TF-S,17:29:00,18:12:00
1990,LOWS,LICT,PAY2,MT-T--S,16:34:00,19:09:00
1991,LOWS,LIQC,A320,M-W--S-,21:41:00,22:44:00
1992,LPLA,LHSM,B738,------S,23:32:00,04:03:00
1993,LPLA,EGPF,PA34,---TF--,20:17:00,06:50:00
1994,LPLA,LIRA,B733,--W---S,21:52:00,02:06:00
1995,LPLA,ESPA,B733,MT-TF-S,18:44:00,00:09:00
1996,LQBK,ENRA,PAY2,--WTFSS,19:45:00,01:22:00
1997,LQBK,EGNJ,PA34,MTWT-SS,21:42:00,04:20:00
1998,LQBK,LPHR,PA34,MT--FS-,16:14:00,08:12:00
1999,LRCV,EKCH,B738,M-W---S,17:10:00,19:00:00
2000,LRCV,LTAY,A320,---TF--,15:54:00,17:02:00
2001,LRCV,LRCL,C500,--W--SS,20:35:00,21:11:00
2002,LSZR,LXGB,PA34,MT-T-SS,21:31:00,04:50:00
2003,LSZR,LEPA,PAY2,-TW-FS-,19:21:00,21:48:00
2004,LSZR,ENNO,PA34,MT--F--,17:01:00,22:37:00
2005,LSZR,EKBI,B733,M---F-S,16:31:00,17:41:00
2006,LSZR,EBOS,C500,M-W--S-,18:33:00,19:56:00
2007,LTBF,LICZ,B733,M--TFS-,17:31:00,18:59:00
2008,LTBF,LRTC,C500,M-WTF--,16:26:00,17:45:00
2009,LTBF,LEMO,B738,MT-TFS-,16:59:00,20:35:00
2010,LTBF,LOWZ,B738,------S,18:52:00,20:42:00
2011,LTBF,LFBE,PA34,--WT-S-,14:08:00,23:48:00
2012,LTBF,EGCN,B738,---TFS-,15:23:00,18:40:00
2013,LTBF,LTCT,A320,MTW--SS,19:42:00,21:28:00
2014,LYVR,LFVP,PA34,M-WTF-S,17:15:00,17:09:00
2015,LYVR,ETHN,PA34,MT-----,19:31:00,23:35:00
2016,LYVR,EHRD,B733,-T--FSS,16:36:00,18:26:00
2017,LYVR,LDRI,A320,MT-TF--,21:37:00,22:18:00
2018,EDJA,LGKF,C500,-T-----,19:16:00,22:15:00
2019,EDJA,EBAW,B738,MTWT---,18:43:00,19:24:00
2020,EDJA,LZKZ,B738,-TWT-SS,16:48:00,17:49:00
2021,EDJA,LEZG,B733,MT-T-SS,20:22:00,21:48:00
2022,EDJA,EFKK,B733,-T-TF--,21:57:00,00:22:00
2023,EDNY,ETIH,B733,M----S-,17:41:00,18:00:00
2024,EDNY,ETNS,PAY2,M-W-F--,21:52:00,23:39:00
2025,EDNY,LYKV,B733,-T-T---,21:14:00,22:27:00
2026,EDNY,LFKS,C500,MTW-FSS,18:27:00,19:50:00
2027,EDNY,EPMO,B733,--WTF--,20:35:00,21:48:00
2028,EDNY,EGQM,C500,-TW-F--,19:54:00,22:24:00
2029,EDNY,EGUN,PA34,-TWTF-S,16:30:00,19:57:00
2030,EDXW,LFLW,PAY2,---T-SS,21:52:00,00:40:00
2031,EDXW,ENHD,PA34,--W--S-,18:14:00,20:26:00
2032,EDXW,ETNN,C500,MTW---S,16:56:00,17:57:00
2033,EDXW,LPST,B733,---T-S-,19:38:00,22:26:00
2034,EEKA,LEXJ,C500,MTWTFSS,20:57:00,02:23:00
2035,EEKA,LFLS,PA34,MTWTFSS,17:19:00,01:18:00
2036,EEKA,ESGG,B733,--W--SS,18:30:00,19:18:00
2037,EEKA,LIVD,PAY2,M-W----,15:47:00,19:24:00
2038,EEKA,LIPB,PAY2,---TF-S,19:52:00,23:37:00
2039,EFJY,EHVK,PAY2,MT-TF-S,15:05:00,19:04:00
2040,EFJY,LTCN,C500,--W-FSS,20:35:00,02:48:00
2041,EFJY,LFRN,C500,MT-T---,18:00:00,23:02:00
2042,EFOU,LFBO,PAY2,MTW----,16:06:00,22:41:00
2043,EFOU,ESMS,A320,-T---SS,21:00:00,22:36:00
2044,EFOU,ESNQ,C500,-TW--S-,18:52:00,19:43:00
2045,EGHH,EDDV,A320,-TWTFS-,19:59:00,21:03:00
2046,EGHH,EDQM,B733,MT--F-S,18:06:00,19:20:00
2047,EGHH,LEZG,PAY2,-TW---S,22:46:00,01:09:00
2048,EGHH,LHUD,A320,MTW--S-,21:26:00,23:37:00
2049,EGLL,LFQB,PAY2,M-W-FS-,21:42:00,22:50:00
2050,EGLL,ETHA,B733,MT-TF-S,19:44:00,20:53:00
2051,EGLL,LGKO,PA34,-T-T---,22:44:00,10:01:00
2052,EGLL,ENBO,B733,-TWTFSS,18:12:00,20:39:00
2053,EGLL,LTCM,B733,--W---S,20:24:00,00:01:00
2054,EGPK,ENSB,PA34,-T--FS-,19:37:00,06:38:00
2055,EGPK,LETO,B733,--WTF-S,22:59:00,01:05:00
2056,EGPK,LRBS,A320,---T-SS,18:46:00,21:58:00
2057,EGPK,EGUN,PA34,MTWTFSS,20:37:00,22:38:00
2058,EGUW,EGPB,PA34,MTW--S-,22:37:00,02:15:00
2059,EGUW,ETSA,A320,MTW-F-S,21:40:00,22:45:00
2060,EGUW,EBFN,B733,----FS-,18:54:00,19:07:00
2061,EGXT,LICG,C500,MTW--S-,18:07:00,22:28:00
2062,EGXT,LYNI,PA34,MTWT-S-,18:47:00,02:53:00
2063,EGXT,ENBS,PA34,MTWT-SS,22:32:00,08:58:00
2064,EGXT,LGSO,PAY2,M-WT--S,20:16:00,02:22:00
2065,EGXT,LOAV,PAY2,--WTF-S,21:42:00,00:45:00
2066,EHBK,LFSL,B738,M--T--S,21:38:00,22:32:00
2067,EHBK,LIRQ,B738,MT-T-S-,16:39:00,17:45:00
2068,EHBK,EGSC,B733,-T-TF-S,20:19:00,20:51:00
2069,EHBK,ESMT,PA34,-TW-F-S,19:09:00,22:27:00
2070,EHBK,EGPD,PA34,-T--FS-,18:08:00,21:46:00
2071,EHBK,ENAT,PAY2,M-W--S-,17:38:00,23:04:00
2072,EHBK,EGMD,B738,--W-FSS,20:54:00,21:20:00
2073,EHWO,LFJR,B733,MTWTF-S,19:44:00,20:26:00
2074,EHWO,ESGT,B733,MTWT-SS,16:07:00,17:17:00
2075,EHWO,LIEE,B738,-T-TFSS,21:39:00,23:23:00
2076,EHWO,ESNK,PAY2,--W--S-,19:05:00,22:39:00
2077,EHWO,ENSD,PA34,M-WT-SS,17:45:00,22:35:00
2078,EHWO,LGAD,A320,MT-T-SS,18:22:00,20:57:00
2079,EHWO,ENLA,B738,M-WTFSS,17:06:00,18:10:00
2080,EKBI,LGAL,PAY2,MTWTFS-,20:15:00,01:06:00
2081,EKBI,LIPS,PAY2,--W--S-,19:20:00,22:01:00
2082,EKBI,LICJ,PA34,M-WTF-S,16:45:00,00:57:00
2083,EKBI,LFPV,A320,MT-T-S-,18:27:00,19:38:00
2084,EKBI,ESIB,PA34,MT--FSS,21:54:00,23:26:00
2085,EKRK,LFRV,PA34,--WTF--,16:11:00,21:47:00
2086,EKRK,EKRN,A320,-T--FS-,21:59:00,22:13:00
2087,EKRK,LHKE,PAY2,M--T--S,19:28:00,22:03:00
2088,EKRK,LSZC,C500,-T----S,17:52:00,20:01:00
2089,EKRK,EGGD,A320,-T--F--,20:24:00,21:48:00
2090,ENAL,EDFM,B738,-TW----,21:34:00,23:22:00
2091,ENAL,EGMC,PA34,MTW----,17:45:00,23:01:00
2092,ENAL,LYBT,B738,-TW-FS-,16:12:00,18:52:00
2093,ENAL,ETAR,PAY2,MT-T--S,19:32:00,22:59:00
2094,ENDU,EFET,B738,MTW----,20:00:00,20:16:00
2095,ENDU,LGKC,PAY2,--W---S,16:56:00,01:32:00
2096,ENDU,EYSA,B733,--W----,17:45:00,19:38:00
2097,ENDU,LRCK,A320,M-WT---,21:57:00,01:34:00
2098,ENDU,EHVK,B738,-TWT--S,19:24:00,21:56:00
2099,ENHE,LFSL,B733,MTW-FS-,17:20:00,20:11:00
2100,ENHE,EGPM,PAY2,M-W---S,19:16:00,20:38:00
2101,ENHE,LIEA,PA34,--W--S-,22:47:00,10:19:00
2102,ENHE,EGFF,B738,MTWTF-S,20:46:00,22:43:00
2103,ENQC,LICG,PAY2,-TW----,20:16:00,02:43:00
2104,ENQC,LIMS,A320,-T-T---,16:56:00,19:17:00
2105,ENQC,EIDL,B733,MT-TFS-,19:25:00,20:38:00
2106,ENQC,LETO,A320,-TW---S,21:32:00,00:31:00
2107,ENQC,EKSP,PA34,M--TFS-,18:22:00,21:20:00
2108,ENSH,EGHI,B733,MTWT---,16:55:00,19:35:00
2109,ENSH,LZIB,B738,M--TF--,20:08:00,22:53:00
2110,ENSH,LEMG,PA34,M--TFS-,21:33:00,12:58:00
2111,ENSH,LSZA,PA34,-TWTF--,17:41:00,04:04:00
2112,ENVD,EDMA,A320,MTWT---,16:18:00,19:40:00
2113,ENVD,LRSB,B733,-TW-FSS,19:16:00,22:42:00
2114,ENVD,ENMS,PA34,-TW--SS,21:35:00,01:05:00
2115,ENVD,LFSI,A320,-----SS,18:29:00,22:00:00
2116,ENVD,LGKZ,A320,-T--F--,17:58:00,22:17:00
2117,ENVD,ENLA,B738,M-W-FS-,16:57:00,19:06:00
2118,ENVD,LEBB,C500,--WT-SS,20:06:00,03:40:00
2119,EPSC,LGIO,B733,--W-FSS,21:37:00,23:39:00
2120,EPSC,LFOK,PAY2,-----SS,17:03:00,19:13:00
2121,EPSC,LFLC,A320,--W-F--,20:46:00,22:20:00
2122,EPSC,LGHI,PA34,-TWTF--,19:55:00,03:49:00
2123,EPSC,EGSS,PA34,M-W--SS,18:56:00,23:07:00
2124,EPSC,ENFB,B738,-TWTF--,18:03:00,18:59:00
2125,EPSC,LGBL,C500,M-W-FS-,16:28:00,20:10:00
2126,ESGR,LRBC,C500,-T-T-S-,21:41:00,01:07:00
2127,ESGR,LEGT,A320,-TWTFS-,16:55:00,19:59:00
2128,ESGR,EBBR,B733,--WT-S-,18:51:00,20:10:00
2129,ESMT,ENGM,PA34,-T-TFS-,17:39:00,19:20:00
2130,ESMT,LIBV,B738,M-W-FSS,19:03:00,21:16:00
2131,ESMT,LHBP,PA34,--W-FSS,17:09:00,21:48:00
2132,ESMT,LROP,PAY2,--WTFS-,21:04:00,00:55:00
2133,ESMT,EGNS,B733,--W-FSS,21:43:00,23:09:00
2134,ESOK,LFBL,PAY2,MTW-F--,21:55:00,01:57:00
2135,ESOK,LSZB,PAY2,-TWTFSS,20:03:00,23:27:00
2136,ESOK,EDMO,A320,MT-T-S-,16:18:00,17:57:00
2137,ESOK,ESOW,C500,MTW---S,20:42:00,21:07:00
2138,ESUD,EDMA,PA34,----FSS,21:37:00,05:27:00
2139,ESUD,EKAH,B738,--WTFSS,19:55:00,21:12:00
2140,ESUD,LFBP,B738,M-W--S-,19:11:00,22:27:00
2141,ESUD,EDTL,C500,MTWTF--,17:37:00,21:49:00
2142,ESUD,LFCK,PAY2,---T-SS,16:55:00,22:57:00
2143,ESUD,ETNN,B733,--WTF--,21:01:00,23:09:00
2144,ESUD,LELO,PAY2,-------,18:24:00,00:59:00
2145,ETHS,EKAH,B738,M-WTFSS,16:50:00,17:18:00
2146,ETHS,ENOV,A320,--WT-S-,20:36:00,21:58:00
2147,ETHS,ENBL,PA34,M--TFS-,19:26:00,23:31:00
2148,ETHS,ENQC,A320,-TW-F--,21:54:00,23:09:00
2149,ETHS,ESNU,B733,M--TFSS,17:58:00,19:40:00
2150,ETNT,LFQB,C500,-TW-F-S,21:08:00,22:31:00
2151,ETNT,LOXZ,B738,M--T-S-,17:05:00,18:09:00
2152,ETNT,LGSO,A320,MT-T-S-,22:00:00,00:53:00
2153,ETNT,ESOK,PAY2,-T-T---,20:18:00,22:03:00
2154,ETNT,LIBF,B738,-T---SS,19:12:00,21:01:00
2155,ETNT,LDDU,C500,MTW-FSS,18:19:00,21:28:00
2156,LATI,LSZR,C500,--W-F--,21:51:00,00:08:00
2157,LATI,EIDW,PAY2,-T---SS,18:31:00,00:03:00
2158,LATI,LTCI,PAY2,-TW----,19:49:00,00:37:00
2159,LATI,EKOD,B738,-TWTF-S,17:10:00,19:16:00
2160,LATI,LTFG,PAY2,----F--,16:09:00,19:03:00
2161,LDPL,EGXS,PAY2,-T-----,19:34:00,22:52:00
2162,LDPL,EHRD,PA34,---TF--,21:51:00,02:14:00
2163,LDPL,LICB,PAY2,M-WT---,17:27:00,19:31:00
2164,LEAS,ESOE,B733,M----S-,17:17:00,20:08:00
2165,LEAS,LFOJ,PAY2,M-W----,18:32:00,20:22:00
2166,LEAS,ENFB,PA34,------S,21:44:00,06:37:00
2167,LEAS,ETSI,A320,---TFSS,21:14:00,23:08:00
2168,LEAS,LSZA,C500,----F-S,16:04:00,18:41:00
2169,LEMH,LPMR,C500,-TWTF--,21:32:00,23:58:00
2170,LEMH,ENBS,B738,M-WT-SS,20:15:00,00:49:00
2171,LEMH,EDJA,PA34,MT-TFS-,18:13:00,22:29:00
2172,LFAT,LHPA,PA34,MTWT---,20:37:00,01:39:00
2173,LFAT,LGRP,B738,MT-----,19:32:00,22:46:00
2174,LFAT,LEGA,PA34,--W-F--,19:02:00,01:28:00
2175,LFAT,LGLM,PA34,-TW-F--,17:24:00,02:28:00
2176,LFAT,LKKV,B733,-T---SS,21:54:00,22:55:00
2177,LFAT,LOWG,B738,--WTF-S,16:23:00,17:43:00
2178,LFAT,ENNK,A320,-T-----,18:14:00,21:02:00
2179,LFGJ,LYUZ,A320,MTW-FSS,20:12:00,21:42:00
2180,LFGJ,LTAD,B733,M-W--S-,18:22:00,21:18:00
2181,LFGJ,LFBY,PAY2,M-WT---,16:28:00,17:57:00
2182,LFGJ,LEBG,A320,M-WT---,21:39:00,22:48:00
2183,LFLN,LFMU,C500,MT---SS,21:09:00,21:54:00
2184,LFLN,EGNR,A320,-TW-F-S,18:14:00,19:24:00
2185,LFLN,LTBF,A320,M-WTF-S,19:15:00,21:56:00
2186,LFLN,ENQA,B738,M-W-FSS,17:24:00,19:21:00
2187,LFLN,EDAH,B738,-TW--S-,16:20:00,17:42:00
2188,LFLN,LICC,C500,MTWTFSS,20:10:00,23:05:00
2189,LFLN,LRTM,PA34,MTWTF-S,21:53:00,04:23:00
2190,LFMK,EDMA,A320,-TW---S,19:48:00,20:57:00
2191,LFMK,LEZL,C500,MT---S-,20:51:00,22:54:00
2192,LFMK,EKGC,B738,M----SS,17:38:00,19:21:00
2193,LFMK,LDSP,PA34,-TW-FSS,18:50:00,23:33:00
2194,LFMK,LFLX,B733,M------,16:48:00,17:19:00
2195,LFMK,LFOB,PAY2,M----S-,21:32:00,23:10:00
2196,LFOJ,EGMC,B738,----FSS,18:02:00,18:32:00
2197,LFOJ,EGSC,PAY2,MTWTFSS,21:24:00,22:32:00
2198,LFOJ,LIBP,C500,-TWT-SS,16:06:00,18:36:00
2199,LFOJ,LGEL,B738,-T--F-S,19:59:00,22:33:00
2200,LFOJ,LGKO,C500,--WTF-S,21:56:00,03:09:00
2201,LFOJ,EFSA,B733,----F-S,18:38:00,21:32:00
2202,LFPB,EBBL,A320,--WTF--,17:53:00,18:19:00
2203,LFPB,ENRM,A320,MTWTFS-,18:40:00,21:03:00
2204,LFPB,ENSO,A320,MT-TF--,20:08:00,21:43:00
2205,LFPB,LHBP,A320,--W-F-S,16:47:00,18:25:00
2206,LFPB,ENHF,B733,-TWT--S,21:40:00,01:01:00
2207,LFQQ,LIME,B733,--W---S,17:06:00,18:02:00
2208,LFQQ,LFQA,B733,MTW-FSS,21:37:00,21:50:00
2209,LFQQ,LIBV,B738,MTW---S,19:32:00,21:25:00
2210,LFQQ,LTBQ,PA34,----F-S,16:21:00,02:08:00
2211,LFQQ,EDDH,A320,MT-----,18:41:00,19:26:00
2212,LFQQ,LFRJ,B733,--W--SS,20:28:00,21:11:00
2213,LFQQ,ENRS,PA34,-----SS,17:46:00,01:54:00
2214,LFSO,ENAN,A320,MT---S-,21:52:00,00:56:00
2215,LFSO,ENBV,B738,MT---S-,18:51:00,22:15:00
2216,LFSO,LIPC,PA34,MTWTFS-,17:27:00,20:19:00
2217,LFSO,EGFF,B738,-TW--SS,16:36:00,17:31:00
2218,LFSO,EGQK,PAY2,--W-F--,20:45:00,23:33:00
2219,LGAD,EGBE,B738,MT--F-S,20:48:00,23:44:00
2220,LGAD,LFLX,PAY2,M-WT--S,15:51:00,20:17:00
2221,LGAD,EBFN,B738,--W-FS-,15:02:00,17:35:00
2222,LGKO,EGHQ,B733,M--TF--,16:14:00,19:58:00
2223,LGKO,LIED,PAY2,---TF-S,20:36:00,00:24:00
2224,LGKO,EIDW,B738,----FS-,16:45:00,20:38:00
2225,LGKO,LOWZ,B733,MTWTFSS,18:59:00,21:04:00
2226,LGSM,EPPO,PA34,M--TF--,18:04:00,01:37:00
2227,LGSM,EGPI,PAY2,--WTF-S,17:10:00,00:38:00
2228,LGSM,EGPK,PAY2,-T-TF-S,15:06:00,22:20:00
2229,LGSM,LEIB,B738,MTW-FS-,15:42:00,18:27:00
2230,LGSM,LFSD,PA34,--W--S-,16:34:00,01:12:00
2231,LGSM,LHKE,A320,-T--FSS,20:32:00,22:04:00
2232,LGSM,LFMP,A320,M-WTFS-,19:22:00,22:06:00
2233,LICJ,LFMV,PA34,M----S-,19:58:00,23:52:00
2234,LICJ,LIPB,PA34,M-WT--S,18:51:00,22:44:00
2235,LICJ,EBBR,PA34,-T--F-S,21:52:00,04:23:00
2236,LIMP,EDDK,PAY2,-T---S-,18:59:00,20:40:00
2237,LIMP,EPLL,B733,-TW-FSS,21:57:00,23:14:00
2238,LIMP,LECV,C500,--WTF-S,17:15:00,19:56:00
2239,LIMP,LGAD,PA34,-T--FS-,20:52:00,01:50:00
2240,LIMP,LPFL,A320,--W-FSS,20:02:00,00:28:00
2241,LIMP,LTAC,PAY2,-T-T-SS,16:21:00,20:53:00
2242,LIMP,LDDU,A320,-TWT---,18:23:00,19:17:00
2243,LIPH,LIRX,PA34,-TW-F-S,17:31:00,19:00:00
2244,LIPH,ENKR,PA34,-T-TF--,20:23:00,08:15:00
2245,LIPH,LPAZ,B738,MTW-FS-,18:37:00,22:36:00
2246,LIPH,LOWI,B733,MTWT--S,16:36:00,16:51:00
2247,LIPH,EGKA,C500,M---FSS,21:44:00,00:06:00
2248,LIPH,LIRL,PA34,-TW--SS,20:54:00,22:49:00
2249,LIPH,EDDP,C500,M---FSS,19:47:00,21:11:00
2250,LIRA,EGBB,PAY2,-T---SS,21:38:00,01:24:00
2251,LIRA,LFRH,B733,M--T--S,19:34:00,21:22:00
2252,LIRA,EKTE,PA34,--WT---,16:41:00,23:32:00
2253,LIRA,EDRZ,B733,MTWTF-S,17:58:00,19:08:00
2254,LIRA,LICC,PA34,MT-TFSS,20:37:00,22:48:00
2255,LIRN,LSZB,PA34,MTWT-SS,19:24:00,23:00:00
2256,LIRN,EKCH,C500,M-WTF-S,20:26:00,23:59:00
2257,LIRN,EPKK,PA34,M-WT-S-,18:34:00,23:11:00
2258,LIRN,EGLF,A320,M-W-FSS,17:08:00,19:15:00
2259,LIRN,EPMO,PA34,M-W-F--,21:40:00,03:23:00
2260,LIVF,EGXZ,A320,-T-TFSS,21:48:00,23:50:00
2261,LIVF,LFLW,C500,MT-T-SS,20:10:00,21:59:00
2262,LIVF,LZSL,B738,MTW-F-S,17:29:00,18:25:00
2263,LIVF,ETSA,PA34,M----SS,21:07:00,23:19:00
2264,LIVF,LFRJ,C500,MT-TFS-,18:23:00,21:27:00
2265,LIVF,LIPO,PA34,--WT-SS,16:29:00,17:41:00
2266,LIVF,EDBC,PAY2,MTWT-S-,19:24:00,21:36:00
2267,LKKB,EFVA,A320,-T--FSS,21:52:00,23:48:00
2268,LKKB,LFBD,B733,M-W-FSS,18:18:00,19:56:00
2269,LKKB,EDQM,A320,-T-----,19:04:00,19:19:00
2270,LKKB,LELL,B738,MTWTFSS,20:07:00,21:47:00
2271,LKKB,LFRI,PAY2,M--T--S,17:18:00,20:13:00
2272,LKKB,LZIB,B738,--W--S-,21:07:00,21:29:00
2273,LKKB,LFPT,PAY2,---TF--,16:30:00,18:39:00
2274,LLET,LGPZ,A320,MT-T-S-,19:30:00,21:39:00
2275,LLET,ETHL,PA34,MTWT-S-,18:37:00,06:59:00
2276,LLET,ESNU,PA34,-T--FS-,16:29:00,08:53:00
2277,LLET,EFKK,B738,--WT---,20:41:00,01:28:00
2278,LOWI,EFKA,B733,-----S-,17:15:00,19:39:00
2279,LOWI,LGLM,C500,-T-TF-S,18:51:00,21:51:00
2280,LOWI,LIRP,PA34,MT-TFSS,20:10:00,21:51:00
2281,LOWI,LRAR,PAY2,MT-T--S,21:41:00,23:30:00
2282,LOWI,LRSV,B733,MTW-F--,18:00:00,19:26:00
2283,LPMA,EGVO,PAY2,---T--S,20:18:00,02:01:00
2284,LPMA,ETNW,B733,MTWTFSS,18:28:00,22:18:00
2285,LPMA,LEAS,PA34,MT-T-S-,22:38:00,04:59:00
2286,LPMA,LQSA,C500,-TW--S-,19:44:00,02:50:00
2287,LPMA,LTCC,PAY2,MT--F-S,17:30:00,05:34:00
2288,LPMA,LTAI,A320,M-W----,21:06:00,02:41:00
2289,LPMA,LRCL,B733,-TW--S-,22:06:00,02:49:00
2290,LQTZ,EGHI,A320,-T-TFSS,16:14:00,18:23:00
2291,LQTZ,LFBO,B733,MT-TFS-,19:55:00,21:40:00
2292,LQTZ,ENSD,B733,M-WT--S,18:42:00,21:21:00
2293,LQTZ,LIMG,PAY2,M-WT---,17:43:00,19:43:00
2294,LQTZ,EGJB,B733,MT-T---,21:55:00,00:04:00
2295,LQTZ,LFLP,C500,M---F--,17:09:00,19:20:00
2296,LQTZ,LFBT,PAY2,---TF-S,21:11:00,00:44:00
2297,LROD,ENSN,C500,-TWT-SS,16:08:00,19:33:00
2298,LROD,ESOE,A320,-T-----,18:06:00,19:57:00
2299,LROD,LFRZ,PA34,M-W--S-,20:45:00,04:18:00
2300,LSZS,LICG,PA34,---T-SS,18:13:00,22:46:00
2301,LSZS,ESNK,A320,-T---SS,17:24:00,19:51:00
2302,LSZS,LIPU,A320,MT-TFSS,20:02:00,20:18:00
2303,LSZS,LFSX,A320,--W-FS-,21:33:00,21:57:00
2304,LSZS,ESGG,PAY2,-TW--SS,18:55:00,21:51:00
2305,LSZS,LFKC,B733,----F--,20:36:00,21:11:00
2306,LSZS,LTAL,PAY2,--WTF--,16:31:00,21:13:00
2307,LTAY,EHAM,B738,MT-TFSS,16:33:00,19:39:00
2308,LTAY,LIBP,A320,-T--F-S,19:56:00,21:46:00
2309,LTAY,LGAD,C500,-T--FS-,18:00:00,19:36:00
2310,LTAY,LLET,A320,M-WTFS-,16:02:00,17:22:00
2311,LTAY,LPST,B738,M--T--S,14:33:00,18:43:00
2312,LTCA,EKSB,PAY2,-T--FS-,15:00:00,21:43:00
2313,LTCA,LTAC,A320,--W---S,18:44:00,19:28:00
2314,LTCA,LTAL,B738,MT--FSS,19:37:00,20:19:00
2315,LTDA,LGSR,PA34,---TF-S,15:16:00,19:18:00
2316,LTDA,LFMD,C500,-TWT-SS,19:35:00,01:14:00
2317,LTDA,LFOK,PA34,---T--S,17:27:00,05:41:00
2318,LWSK,LIVC,PA34,-T--F-S,17:52:00,21:42:00
2319,LWSK,LFRG,PAY2,-T---SS,19:54:00,00:16:00
2320,LWSK,LFKS,PAY2,-TWTF-S,21:51:00,00:14:00
2321,LWSK,EGSS,B738,M------,20:59:00,23:23:00
2322,LWSK,ESMQ,PAY2,--W-F--,16:21:00,20:18:00
2323,LWSK,LFRM,PA34,M---FSS,18:48:00,02:19:00
2324,EDDL,LDLO,B738,---T-S-,18:50:00,20:00:00
2325,EDDL,LGNX,B738,-TWT---,19:58:00,22:37:00
2326,EDDL,ENBS,B738,MTW-F-S,17:17:00,20:18:00
2327,EDDL,LFRK,B733,MT-TF--,16:18:00,17:01:00
2328,EDDL,ENRA,B738,M--T-SS,21:38:00,23:46:00
2329,EFLP,ENBS,PAY2,-T-TF--,15:26:00,17:57:00
2330,EFLP,LIBD,A320,MTWT-SS,17:28:00,20:29:00
2331,EFLP,LTCD,PA34,MT-TFSS,18:09:00,04:32:00
2332,EFLP,LICC,PAY2,--W-F-S,20:53:00,03:25:00
2333,EFLP,LFRC,C500,M------,18:49:00,23:39:00
2334,EFUT,ESNN,B733,M-W---S,15:41:00,16:22:00
2335,EFUT,LLIB,A320,--W--S-,20:34:00,00:39:00
2336,EFUT,LOWW,B738,--W---S,18:37:00,20:33:00
2337,EFUT,LPPT,C500,M--T--S,17:27:00,01:01:00
2338,EGGP,LIEA,PAY2,--WTF--,21:05:00,00:57:00
2339,EGGP,EGVP,B738,-T-TFSS,22:49:00,23:09:00
2340,EGGP,ESIB,PAY2,--W-FS-,18:35:00,21:14:00
2341,EFHK,EFET,C500,--WT--S,15:18:00,17:15:00
2342,EFHK,LGPA,C500,---T-S-,20:56:00,02:32:00
2343,EFHK,LOXZ,PA34,M-W--SS,20:17:00,02:57:00
2344,EFHK,LFBG,PA34,M-W---S,18:43:00,04:23:00
2345,EFHK,LYTV,PAY2,-TWTFSS,17:06:00,21:53:00
2346,EFHK,EVLA,C500,-----S-,17:58:00,19:01:00
2347,EGNH,LKKU,C500,--W-FS-,22:55:00,02:11:00
2348,EGNH,EFKT,PA34,--W---S,21:29:00,06:22:00
2349,EGNH,ENEV,A320,MTWTFSS,17:39:00,20:09:00
2350,EGNH,LLIB,B733,MTWT--S,19:43:00,00:31:00
2351,EGNH,EBOS,B738,MTWTFS-,18:44:00,19:21:00
2352,EGNH,LPHR,PAY2,MT-T-S-,20:16:00,02:21:00
2353,EGPE,LOXZ,C500,---TF-S,17:17:00,20:59:00
2354,EGPE,EGNT,B733,-TW--SS,22:32:00,22:56:00
2355,EGPE,ENSG,PA34,-T-TF--,20:02:00,23:10:00
2356,EGSH,LKNA,C500,--WT--S,18:10:00,20:35:00
2357,EGSH,LESA,PAY2,--W----,21:42:00,01:00:00
2358,EGSH,ENSO,B733,MTW-FS-,20:36:00,21:39:00
2359,EGSH,EGNH,B733,MTW----,18:43:00,19:07:00
2360,EGSH,LIBY,B738,M-W-F--,22:40:00,01:03:00
2361,EGSH,EGXW,PA34,M--TFSS,17:21:00,17:55:00
2362,EGSH,LSGG,A320,MT--FSS,19:58:00,21:00:00
2363,EGXD,EHFS,A320,MTW----,20:40:00,21:15:00
2364,EGXD,EFKT,B738,-T--F-S,18:09:00,20:40:00
2365,EGXD,LKKB,B738,M------,19:57:00,21:24:00
2366,EGXD,LIML,PA34,-T--FSS,22:53:00,04:01:00
2367,EHRD,LOWK,PA34,MTW-F--,20:50:00,00:42:00
2368,EHRD,EDDG,PAY2,MTWTFS-,18:19:00,18:51:00
2369,EHRD,BKPR,B733,--W---S,21:45:00,23:48:00
2370,EIDW,EGQS,A320,MTW-FSS,17:46:00,18:26:00
2371,EIDW,LGSO,B733,MTWTFS-,20:54:00,00:39:00
2372,EIDW,LPAZ,PA34,MT-T-SS,22:52:00,08:36:00
2373,EIDW,LIPR,B738,MT-TF-S,19:10:00,21:18:00
2374,EKHA,EVRA,A320,MT-----,21:56:00,23:28:00
2375,EKHA,EFLP,B738,MTW----,16:06:00,17:56:00
2376,EKHA,LICT,C500,M----SS,21:18:00,01:42:00
2377,EKHA,LFBT,B733,--W---S,20:13:00,22:00:00
2378,EKHA,LSGG,PA34,-TW-F-S,18:33:00,22:52:00
2379,EKHA,EGUN,PA34,M---FSS,17:30:00,19:25:00
2380,EKSB,EDFH,PA34,M-W--SS,18:58:00,21:24:00
2381,EKSB,LGKO,C500,--WTFS-,17:43:00,22:56:00
2382,EKSB,LERT,B738,M--T-S-,21:51:00,00:47:00
2383,ENBR,LRBC,PA34,-TWT--S,16:21:00,01:01:00
2384,ENBR,LFJL,A320,-TW---S,17:50:00,19:28:00
